Date,Close,High,Low,Open,Volume,rsi_14,rsi_21,macd,macd_signal,macd_diff,roc,stoch_k,stoch_d,adx,bb_high,bb_low,bb_mid,bb_width,bb_position,atr,atr_percent,returns,volatility_20,obv,volume_roc,vwap,vwap_distance,volume_ma_20,volume_ratio,sma_20,sma_50,price_to_sma20,price_to_sma50,price_change,forward_return,target,rsi_14_norm,rsi_21_norm,macd_norm,macd_signal_norm,macd_diff_norm,roc_norm,stoch_k_norm,stoch_d_norm,adx_norm,bb_high_norm,bb_low_norm,bb_mid_norm,bb_width_norm,bb_position_norm,atr_norm,atr_percent_norm,volatility_20_norm,obv_norm,volume_roc_norm,vwap_norm,vwap_distance_norm,volume_ma_20_norm,volume_ratio_norm,sma_20_norm,sma_50_norm,price_to_sma20_norm,price_to_sma50_norm,price_change_norm
2011-01-28,0.5446301102638245,0.5716782464558917,0.531793711278661,0.5622801930250795,1094796000,70.30772408749898,72.51002770534029,0.05127040581238018,0.04994228400131005,0.0013281218110701293,16.986756984859568,77.32883470260018,87.19436311168539,63.6433328958261,0.6284824777615006,0.34802337696433716,0.48825292736291886,0.5744135571535404,0.7010174843342998,0.025776524590816113,4.7328497093797655,-0.02901475789917085,0.8609982492414372,18702488000,48.09670420050756,0.5204523531706499,4.6455274812153675,1618898800.0,0.6762596896112345,0.48825292736291886,0.3927982950210571,11.54671682265212,38.653888565027486,-2.901475789917085,8.038707388345692,1,1.2317077522872666,1.7004340489173235,-0.2013024743299032,-0.2102600775447945,-0.008038617862560278,1.5309610301413046,0.6228478469857689,1.017210178860315,3.6613066493276527,-0.5251000974982979,-0.5196853504185596,-0.5232451871988368,4.103505100620175,0.36283504983532444,-0.5162097220131925,0.8762804554381111,2.2847861723221823,-0.7833727587837126,0.5239623354432008,-0.5228495090878862,0.6640941300506272,5.726288590261151,-0.784174051845711,-0.5232451871988368,-0.5252331453928292,1.4730010915116238,3.0222930241805055,-1.079497041292796
2011-01-31,0.5482974648475647,0.5558617677153636,0.5366072034385251,0.5455468440369472,750160000,70.89737303661018,72.92525147432079,0.049299377455586324,0.04981370269216531,-0.0005143252365789885,2.441128594622158,78.1853774407676,82.13635359095404,63.026130908035476,0.6258667610631139,0.3701687462582438,0.49801775366067885,0.5134315251321105,0.6966370807581577,0.025310670282674856,4.616229675567006,0.006733661093331289,0.8632353783210536,19452648000,-63.529583353590354,0.5258832803435641,4.262197590567471,1636844200.0,0.45829651960766943,0.49801775366067885,0.3978411650657654,10.095967627118691,37.818182981876205,0.6733661093331289,2.8428274887065363,1,1.279344596783112,1.7407519535905482,-0.20262724531036844,-0.21035135427046445,-0.012512990193404206,0.007448400449870861,0.6510116370718142,0.8385521031664896,3.6025569151901813,-0.5251580649476653,-0.519098984215685,-0.5230093048496597,3.475130017623016,0.3494628262812265,-0.5164885482511904,0.7900376186980393,2.2962575575477393,-0.7647835026818119,-1.1335878880115497,-0.522718895505598,0.5917898581116432,5.815159445671133,-1.3054389758414522,-0.5230093048496597,-0.5251071220149943,1.2576565902663661,2.948635455544644,0.16536763704983712
2011-02-01,0.5609046220779419,0.5650305803806099,0.5494435660698351,0.5531111149225545,654104000,72.89043816123811,74.32506694741392,0.04819900735447491,0.04949076362462723,-0.0012917562701523222,4.617355948800028,87.91671213429076,81.14364142588619,62.64585863512924,0.6222867851091757,0.393576374189721,0.5079315796494484,0.4502779903492127,0.7316162268937952,0.024697987800558454,4.403241982400082,0.022993280178456033,0.8631262527945028,20106752000,-39.81686626379207,0.534772602443634,4.886566648122601,1628677000.0,0.4016167723864216,0.5079315796494484,0.4029528021812439,10.429168917800537,39.19859076340482,2.2993280178456033,-2.451952718784649,-1,1.4403613060558187,1.8766729461263207,-0.20336682796157657,-0.21058060081393046,-0.014400977102009452,0.23538697898493288,0.9709854753321371,0.8034877078936175,3.566359859161463,-0.5252374015497424,-0.5184791958650679,-0.5227698232150402,2.8243791924156514,0.45624498772516336,-0.5168552550704476,0.6325289793253959,2.295697991734389,-0.7485745515603477,-0.7814753133470391,-0.5225051076630001,0.7095593074270903,5.774713088927656,-1.4409901523402076,-0.5227698232150402,-0.5249793801200323,1.3071159082360548,3.0703020842753217,0.7315752079810969
2011-02-02,0.586348295211792,0.5998723597848513,0.557695623441837,0.557695623441837,1606616000,76.40278481252372,76.86029017069237,0.048817312313233496,0.049356073362348485,-0.0005387610491149886,8.435770330221597,86.52970936214273,84.2105996457337,62.88834116159257,0.6167033997660133,0.42164638067431726,0.5191748902201653,0.3757058031234497,0.844378301813628,0.025946469839305302,4.425095127109273,0.04536185321417174,0.8605288008325289,21713368000,49.4999348631195,0.543262143689556,7.931005689006239,1676438600.0,0.9583506368798714,0.5191748902201653,0.40837617933750153,12.938492646117892,43.58043511818201,4.536185321417174,-8.95231126614926,-1,1.724118466133865,2.122841147172361,-0.20295125176572035,-0.210676214135977,-0.012572332427218889,0.6353286232658792,0.9253797475816266,0.911818238222886,3.5894410939022947,-0.5253611361297823,-0.5177359568204354,-0.5224982261144797,2.055967534358709,0.8004780356718444,-0.516108005245796,0.6486898149022223,2.282378969451691,-0.7087619831997163,0.5447990518595177,-0.522300934534028,1.2838060689871076,6.0112424640181725,-0.10954578237492137,-0.5224982261144797,-0.5248438477143894,1.679591776843173,3.4565098682374833,1.5105144523412548
2011-02-03,0.5753456950187683,0.5872652179637425,0.5627385030846119,0.5872652179637425,1030776000,72.0552722563732,73.5621717125892,0.04786771632748149,0.049058401955375086,-0.0011906856278935951,8.941002426165706,75.57085734161834,83.33909294601729,63.11350350759424,0.6085976977568456,0.4483648668307475,0.5284812822937965,0.30319490262858634,0.7924769690088442,0.025845058770721397,4.492092144684999,-0.0187646153026666,0.8522814010476976,20682592000,56.796816530675564,0.5471201136944359,5.158936880192318,1656566600.0,0.6222363773361119,0.5284812822937965,0.41357492089271547,8.86775261397406,39.115228209888826,-1.8764615302666598,-9.08363557177117,-1,1.372889518989546,1.8025964128179284,-0.2035894958583304,-0.2108875237853717,-0.014155527613645542,0.6882467549852996,0.5650441868010568,0.8810350399534022,3.610873669018781,-0.5255407683013753,-0.5170285033990824,-0.5222734178528935,1.3087959232086128,0.642036875409517,-0.516168702477206,0.6982354432128086,2.2400885621153384,-0.7343050127503358,0.6531511981469127,-0.5222081505090073,0.7609341983711995,5.9128305234257565,-0.9133722910098292,-0.5222734178528935,-0.5247139290439757,1.0753443406770649,3.0629546605760427,-0.7225570471341823
2011-02-04,0.5884113311767578,0.5929957549409604,0.581076285944419,0.5833684978265202,872900000,73.95086433610213,74.90486933175686,0.04762050279765806,0.048770822123831686,-0.0011503193261736266,14.547101165497919,88.58454235220405,83.56170301865505,63.41049024935212,0.6096884925828557,0.4618067185415645,0.5357476055622101,0.27602881003286056,0.8561204614697349,0.02525970171011216,4.292864595179624,0.022709192527395672,0.7313027405305416,21555492000,-20.26825088875005,0.5502761546936497,6.930188807534067,1525546000.0,0.5721885803509039,0.5357476055622101,0.4191816771030426,9.829950720784408,40.37143399092691,2.270919252739567,-8.570332531596742,-1,1.5260315287662398,1.9329713062097122,-0.20375565344259833,-0.2110916696722551,-0.014057498276115988,1.2754308905570766,0.9929442512721083,0.8888980317181499,3.6391430078507683,-0.5255165949672043,-0.5166725893728736,-0.5220978901629819,1.0288692772164147,0.8363237702485791,-0.5165190543023215,0.5509027040223605,1.6197431240674978,-0.712674211786076,-0.4911959132780513,-0.522132247848627,1.0950304537154087,5.263978293978154,-1.033062975868294,-0.5220978901629819,-0.5245738139210283,1.218169904219093,3.1736743511023042,0.7216824437043734
2011-02-07,0.5638846158981323,0.5829099781760075,0.5618216090051665,0.5803885617405851,934236000,65.03279336504815,68.0889105542266,0.04492758610337433,0.048002174919740216,-0.0030745888163658877,9.674591410467135,64.15534938212619,76.1035830253162,62.301109010758445,0.606121843631946,0.476215544764317,0.5411686941981315,0.24004769725291608,0.6748638972706608,0.02535470317164638,4.496434635171319,-0.04168294181142762,0.7565808728464989,20621256000,24.538231843873316,0.5543557877712634,1.7189011708849886,1443258600.0,0.6473101909803274,0.5411686941981315,0.42414661407470705,4.197567587249255,32.945683682579755,-4.1682941811427625,-6.05688080881027,-1,0.8055540977602517,1.2711470158425568,-0.2055656212581809,-0.2116373135177834,-0.018730575950174116,0.7650830423289154,0.18969342428735425,0.6254636983421018,3.533544104876096,-0.5255956362267568,-0.5162910717468643,-0.5219669365665179,0.6581103178973412,0.282995006132192,-0.5164621933918159,0.7014468013801226,1.749362463524063,-0.7358249426483124,0.17414015668385613,-0.5220341328355319,0.11206938643290867,4.856467086233366,-0.8534075751208028,-0.5219669365665179,-0.5244497381224535,0.38211723539968667,2.5191822380457403,-1.5206403179905565
2011-02-08,0.547151505947113,0.5682398766851787,0.5446300346736654,0.5645723268197793,1076584000,59.73966516823811,63.92218325016862,0.040970920821408296,0.046595924100073835,-0.0056250032786655385,7.425767427719415,47.48877306567911,66.7428882666698,60.211596059793656,0.6017885273350444,0.48797565046418045,0.5448820888996124,0.2088761572264353,0.5199398970476388,0.025230070231636873,4.6111671004110475,-0.029674705567853565,0.7634171611367606,19544672000,64.58911732690827,0.5568778592450663,-1.7465864617312687,1409570400.0,0.7637674570918913,0.5448820888996124,0.42885482251644136,0.4164969070801521,27.58431926602305,-2.9674705567853565,-5.529975503500721,-1,0.37793029687314705,0.8665610388480118,-0.20822498195529907,-0.21263557657128268,-0.02492424318031695,0.529540675388712,-0.35831654172291305,0.29482697140782077,3.334649200494115,-0.5256916677630422,-0.515979687076186,-0.521877234585254,0.3369104758782057,-0.1899473446961128,-0.5165367895331118,0.7862937435816881,1.7844170775850472,-0.7625031122270806,0.7688598740245596,-0.5219734771169977,-0.5415962063189744,4.689633293104066,-0.5748968158608633,-0.521877234585254,-0.5243320780744815,-0.17913262246750739,2.046641339126194,-1.102478352507426
2011-02-09,0.5338565707206726,0.5547157337870864,0.5240000557295463,0.5492143824241259,1277520000,55.85012385540831,60.8173039834483,0.03634349967563444,0.04454543921518596,-0.00820193953955152,-5.822864536263177,27.819551699084496,46.4878913822966,57.18092481276189,0.5925381071933346,0.504056876145975,0.5482974916696548,0.16137449540015184,0.33679113888850953,0.02562189936205853,4.799397584911353,-0.02429845313763146,0.7676860334199175,18267152000,-20.48379948911252,0.5586952031324194,-4.445828829831503,1337892000.0,0.9548752814128495,0.5482974916696548,0.4332283651828766,-2.6337747606700237,23.22752008523687,-2.429845313763146,0.3863731290808471,0,0.06370015204081908,0.5650796795200943,-0.2113351722410868,-0.21409116562674577,-0.03118231844970862,-0.8581242354520124,-1.0050558076583511,-0.4206162779009127,3.046168065398359,-0.525896668274574,-0.515553887573118,-0.5217947309948964,-0.15255928600353313,-0.7490524808297686,-0.5163022693398579,0.9254939342652914,1.806306685513792,-0.7941605539132544,-0.4943966166116905,-0.5219297700688604,-1.0507314419836904,4.334660947967217,-0.11785719068920557,-0.5217947309948964,-0.52422278146064,-0.6319050472095251,1.6626409912030293,-0.9152614925494801
2011-02-10,0.5230833888053894,0.5320230336530312,0.5180404996129788,0.5219372552682099,1042352000,52.847489713726816,58.40362244350641,0.03144445720435729,0.04192524281302022,-0.010480785608662932,-4.797609233887166,6.162500989002252,27.15694191792196,54.07677620228718,0.5929533448064807,0.502426800504875,0.5476900726556778,0.16528790427523044,0.2281826668617023,0.02492148305817533,4.764342281082691,-0.020179918176786882,0.5604741991240458,17224800000,1.1230374009484123,0.5584719895741437,-6.336683205139695,1218414800.0,0.8554984722772573,0.5476900726556778,0.4374506276845932,-4.492811734011137,19.57541164680609,-2.017991817678688,12.532835727185516,1,-0.1788781072790754,0.3307130812932238,-0.21462792512089407,-0.21595117895055266,-0.036716483358759724,-0.7507387475293096,-1.7171564453761785,-1.1034204953473823,2.750692825207694,-0.5258874661062618,-0.5155970487979946,-0.5218094040079724,-0.11223447974231869,-1.080605668239626,-0.5167214871932322,0.8995698391837987,0.7437811494772909,-0.8199904412390626,-0.17355447360022508,-0.5219351383460502,-1.4073872945138055,3.7429750024887416,-0.355519566677573,-0.5218094040079724,-0.5241172653997751,-0.9078544608319371,1.3407508023700707,-0.7718420395003813
