Date,Close,High,Low,Open,Volume
2010-11-15,0.3002799153327942,0.3096779913967102,0.29959227389057014,0.30532280141117485,733548000
2010-11-16,0.2913403809070587,0.2993631215721502,0.2908819440484028,0.295237135193611,739356000
2010-11-17,0.29615408182144165,0.29959239977857743,0.2883605447234073,0.29111119362405147,551764000
2010-11-18,0.3053228557109833,0.30830273601671343,0.30005076398935543,0.30005076398935543,993120000
2010-11-19,0.3151792883872986,0.3163253937975128,0.30417667098418055,0.30463510768320456,716484000
2010-11-22,0.31540873646736145,0.31724248451965,0.31036584734758677,0.31311652407667373,462668000
2010-11-23,0.3080734610557556,0.31495009434610055,0.305781249958974,0.31174100974073093,457832000
2010-11-24,0.3156377971172333,0.31678390278899743,0.3110533744301769,0.31128260649465556,397784000
2010-11-26,0.31174108386039734,0.31724238087053885,0.31174108386039734,0.31540863341737047,143104000
2010-11-29,0.3151792883872986,0.3163253937975128,0.30899032463720355,0.3103656347342756,468192000
2010-11-30,0.3119702637195587,0.3135748336009386,0.30623973507267643,0.31036572116349487,720936000
2010-12-01,0.3257236182689667,0.32778659802204924,0.3177008767231463,0.31815931363212896,626536000
2010-12-02,0.3296203315258026,0.33168333834473457,0.3254943452132562,0.3257235773015767,529316000
2010-12-03,0.33901840448379517,0.33901840448379517,0.32732811467400913,0.3280157836025819,606044000
2010-12-06,0.3326001465320587,0.34085211753168465,0.3312248362489958,0.3401644487274971,438424000
2010-12-07,0.3433736264705658,0.35139636696359605,0.3397060770293393,0.340393745965234,1026812000
2010-12-08,0.34635353088378906,0.3500210532528578,0.3403937694617384,0.342915213292295,613252000
2010-12-09,0.3406229615211487,0.342915200488543,0.33328788973156853,0.3381015451100558,942408000
2010-12-10,0.3426859974861145,0.34589508312732525,0.33970611663337846,0.34062299043791855,451900000
2010-12-13,0.33397558331489563,0.3447489733619644,0.3330586821952667,0.34406133167889297,609108000
2010-12-14,0.3344338834285736,0.3465826065235973,0.3339754467189199,0.34039364262999927,755160000
2010-12-15,0.32709890604019165,0.3392476325500182,0.3266404418763623,0.33512164635277114,624176000
2010-12-16,0.3275573253631592,0.3323709802234319,0.32664042440984686,0.3305372056421225,631872000
2010-12-17,0.32939115166664124,0.33122492653589647,0.3238898270588755,0.3277865815777182,593156000
2010-12-20,0.32801583409309387,0.3321418209743145,0.32778660197317894,0.3305372781108735,344088000
2010-12-21,0.34085214138031006,0.34085214138031006,0.3309956273648175,0.3312248594240229,466952000
2010-12-22,0.34451979398727417,0.34497823091824215,0.33695548898767524,0.34016457482977314,477988000
2010-12-23,0.3419981896877289,0.34451963261499735,0.340622852213708,0.34451963261499735,273784000
2010-12-27,0.34383201599121094,0.3463534593006443,0.33489237570574915,0.34108136795157407,255500000
2010-12-28,0.3424566686153412,0.34612421744792105,0.3403936894753355,0.3438320062588868,194260000
2010-12-29,0.3424566686153412,0.34497811185340393,0.3392475838808184,0.34222746389162545,177660000
2010-12-30,0.34360283613204956,0.34566584296915165,0.3408521876745645,0.34199829347562644,174488000
2010-12-31,0.3530009388923645,0.3534594031045533,0.34337365496683214,0.3438320918537014,391252000
2011-01-03,0.3626282215118408,0.3660665388798665,0.35529312259979867,0.3557515867757894,817448000
2011-01-04,0.3614821135997772,0.3649204309476122,0.3534593731214956,0.36331588831701933,651384000
