model_name,test_accuracy,test_loss,test_precision,test_recall,test_f1_score
SimpleCNN,0.4577656686306,1.1346502304077148,0.3506152759806194,0.45776566757493187,0.3241654546686059
DeepCNN,0.4359672963619232,1.1529581546783447,0.29753323093190515,0.4359673024523161,0.3144076603901205
CustomCNN,0.41825613379478455,1.374144434928894,0.28711763472943147,0.41825613079019075,0.334563484489781
